filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,cqt1,cqt2,cqt3,cqt4,cqt5,cqt6,cqt7,cqt8,cqt9,cqt10,cqt11,cqt12,cens1,cens2,cens3,cens4,cens5,cens6,cens7,cens8,cens9,cens10,cens11,cens12,cont1,cont2,cont3,cont4,cont5,cont6,cont7,spectram_flatness,tonnetz1,tonnetz2,tonnetz3,tonnetz4,tonnetz5,tonnetz6,label
blues.00000.mp3,0.3522328734397888,0.12409597635269165,1672.532577414695,1814.0283729723224,3561.6201300370067,0.08477575343459752,-124.77843475341797,132.8055419921875,-30.837690353393555,51.94297790527344,-14.053556442260742,23.506427764892578,-16.302701950073242,15.808382034301758,-11.119275093078613,8.428735733032227,-4.540134906768799,3.946699857711792,2.2303390502929688,-1.2448017597198486,2.800184965133667,-7.7982587814331055,6.824947357177734,-8.42430591583252,4.806464672088623,-4.650559902191162,0.5768495202064514,0.5102585554122925,0.48448172211647034,0.37482407689094543,0.4865889847278595,0.5623835921287537,0.6375430822372437,0.6939486861228943,0.5041912198066711,0.5223490595817566,0.5470662117004395,0.5618045926094055,0.28839409482218437,0.259182971415468,0.24398786833756475,0.15523602719073215,0.23759159466237184,0.29266246526713074,0.33255796686044253,0.36640539359005125,0.2564950966671059,0.2650594190739475,0.28276710510112646,0.28588509886518026,15.837271827426955,14.949389350214096,18.317943735588127,18.4450122343623,20.222051066168564,23.591655686116766,43.60725227348754,0.0005323036457411945,0.02676386746233792,0.020521132246455943,0.004631600955402692,-0.01577708068456634,0.009653171764140291,-0.004174103568258956,blues
blues.00001.mp3,0.3419058322906494,0.09148108214139938,1397.2670654682245,1853.4408990314257,3137.5560276279507,0.0569017723248839,-217.42236328125,133.3603973388672,0.8535566329956055,41.02223205566406,-0.9392498135566711,24.02128791809082,-10.326927185058594,24.12169647216797,-10.066431999206543,10.658649444580078,-3.4811158180236816,2.411641836166382,1.7304044961929321,-0.4491698443889618,-0.47453027963638306,-5.639781475067139,5.9151387214660645,-5.824442386627197,5.27465295791626,-3.9029734134674072,0.498166024684906,0.3631335198879242,0.40654313564300537,0.30669254064559937,0.3980315029621124,0.4827507734298706,0.5224215388298035,0.8428199887275696,0.5620464086532593,0.5013667345046997,0.47839635610580444,0.3946489691734314,0.2525145071998117,0.18215812920901456,0.2144547723783824,0.12194502495025411,0.21940964980719851,0.26755370099206716,0.30845934856926926,0.4809242519386943,0.33469635918532714,0.29105724318059323,0.26889350765079034,0.19785304624837152,15.884871246738065,16.797497086604128,18.928373060606102,19.335675347731552,20.535257714834138,25.29449413793118,40.54036422939751,0.00034768294426612556,0.035621989603214034,0.08113055757162507,0.04224473069603546,0.007695030968854851,0.020385025719630332,-0.013555500437952329,blues
blues.00002.mp3,0.3654058575630188,0.16740073263645172,1469.7909286286877,1591.4436800409528,2864.866009880515,0.07757889597039473,-102.58120727539062,152.2183074951172,-40.310359954833984,40.4334831237793,-21.111968994140625,30.642650604248047,-16.264549255371094,12.214958190917969,-10.289011001586914,6.868872165679932,-8.941688537597656,0.7846009135246277,-2.870866298675537,-7.721222400665283,-1.9336663484573364,-4.947207450866699,-0.5430549383163452,-8.833636283874512,3.1939027309417725,-8.139480590820312,0.321205735206604,0.3324643671512604,0.47534868121147156,0.5165215134620667,0.732406497001648,0.4177626967430115,0.4832518994808197,0.45638328790664673,0.4160514771938324,0.5158631205558777,0.47245657444000244,0.6586004495620728,0.14284413133692894,0.14655745897793415,0.2665879462439866,0.2995404262075753,0.42234923203293245,0.22926553015037887,0.2688097767445058,0.25825065479186565,0.22304874469673952,0.28117556722732034,0.26837789849336485,0.37852138423214793,21.259595580911416,14.172447720248961,17.668875179284246,19.359906820987316,22.34593937363954,24.644294283873467,42.61252075777392,0.0003207706904504448,0.0827633161720759,-0.06721137717615053,0.06714639028724535,0.013642881970979013,0.0036217519314656306,-0.013242003979340103,blues
blues.00003.mp3,0.40579119324684143,0.13425926864147186,996.2037565665983,1431.4484550367129,2040.720993372678,0.034159657386803405,-205.86317443847656,155.01255798339844,0.04766009375452995,31.336626052856445,-0.7739397883415222,16.035072326660156,-4.965425968170166,9.081741333007812,0.6192704439163208,6.949129581451416,-1.5087555646896362,4.299490928649902,0.17749543488025665,-3.670466899871826,0.8888277411460876,-2.3134384155273438,0.13259463012218475,-2.192258358001709,2.4444148540496826,-5.647329807281494,0.24698442220687866,0.21502378582954407,0.3681100308895111,0.4174180030822754,0.652269184589386,0.3393230736255646,0.21722431480884552,0.19851841032505035,0.2110206037759781,0.22613218426704407,0.26768800616264343,0.4789436161518097,0.15613718061751933,0.13086361341606148,0.28346280756758746,0.3611888624503421,0.5034433654648208,0.3094373786251679,0.12486782132650631,0.08563837468675523,0.11106394192243106,0.14677180012717125,0.18413317659636436,0.32912696870705793,24.715557019041768,14.629899254909894,16.98578916346852,18.51975993548047,20.310309214545647,23.963707350702812,37.059576860762114,0.0001613482745597139,0.09992721448215428,-0.05962253546127883,0.08332028472868104,0.07602499152501956,-0.005148355222785096,-0.03591908312791197,blues
blues.00004.mp3,0.3113711476325989,0.08744599670171738,1744.625063297207,1600.2555202999506,3415.2210152924245,0.10467774949206657,-171.34109497070312,136.4708251953125,-43.501373291015625,27.424152374267578,-35.428077697753906,11.967881202697754,-22.4852237701416,-1.874962568283081,-7.7424163818359375,-3.2318856716156006,-8.571871757507324,-7.041444778442383,-2.139371156692505,-11.921746253967285,-5.2540764808654785,-7.437045097351074,-2.9098305702209473,-2.789726495742798,-2.2448925971984863,-13.262664794921875,0.4301120936870575,0.5924015641212463,0.5034234523773193,0.359453946352005,0.5483784675598145,0.7363238334655762,0.3405901789665222,0.4076218605041504,0.42811816930770874,0.6569540500640869,0.6580129861831665,0.3450348973274231,0.22037533920522256,0.32761242823653197,0.26791945153173335,0.15474321533832835,0.30961466144372124,0.4143842423932811,0.1363961381779156,0.18803702735916866,0.2233579379656791,0.3733671700321937,0.371892736660519,0.14255456355527707,16.91535634328553,15.28875545738953,18.906850420087704,20.768707973564762,23.373826188290842,27.409276866962966,40.192304386389395,0.0004876659077126533,-0.006132166747959479,0.05999768222246203,-0.15497969704371672,-0.011201275692065457,0.016211645452087378,-0.028226365417821527,blues
blues.00005.mp3,0.30341842770576477,0.09916622936725616,1764.6520269400066,1633.0061684882762,3382.512879740712,0.09763319647349071,-183.9276580810547,123.45378112792969,-20.76645278930664,32.687522888183594,-23.53449821472168,13.02371883392334,-21.687820434570312,2.5454843044281006,-7.819408416748047,-3.0774896144866943,-9.83836555480957,-4.898626804351807,-6.742683410644531,-12.675189018249512,-1.0868656635284424,-8.098969459533691,0.29648932814598083,-4.47550106048584,-1.4369664192199707,-9.397563934326172,0.3723642826080322,0.48324811458587646,0.7441040873527527,0.26298198103904724,0.26837611198425293,0.32279449701309204,0.4337348937988281,0.5833565592765808,0.3067801892757416,0.3720439374446869,0.4303224980831146,0.406599760055542,0.20458231141155156,0.32229248126016885,0.4681510551512232,0.1111375370049978,0.13132751153351818,0.17642942900242017,0.2620749514213586,0.38243598972781145,0.1613977614130221,0.23156679571085917,0.26233074850715415,0.24828990350075492,17.759718316554935,19.053428084939622,20.382784759742584,21.07026414306273,23.164741657789207,26.095900594124416,40.92212936348619,0.00045079176197759807,0.08892711028607501,0.05971924207548502,0.011439695885122047,-0.13933396842633491,0.0009580772128967959,-0.03603304511000285,blues
blues.00006.mp3,0.29245662689208984,0.1353171467781067,1413.9256880261844,1300.368425188596,2729.3084962449207,0.07483666009578173,-196.37896728515625,136.12730407714844,-39.329261779785156,34.35272216796875,10.238394737243652,-0.8412442803382874,-20.714725494384766,-0.9609509110450745,-5.074031352996826,-6.972320556640625,-6.79017972946167,-4.137300491333008,-5.1710896492004395,-11.699491500854492,-4.9564924240112305,-11.123927116394043,-10.2098388671875,-7.501720428466797,-2.992013692855835,-6.458815097808838,0.4703974723815918,0.2380441278219223,0.23373913764953613,0.2809455692768097,0.40403732657432556,0.6470903754234314,0.2580806016921997,0.2571709454059601,0.45588740706443787,0.5434585213661194,0.4546795189380646,0.3896979093551636,0.323702055398833,0.09982547688538011,0.09161836396444764,0.13791916582014452,0.2621764560599625,0.4291273303651861,0.12917236069154026,0.12982329567523854,0.28839206823366975,0.38516516728715255,0.30077334523666976,0.25093335394857413,22.841723717011376,20.406253170322,21.530583224725866,21.092361260368133,24.051970406677434,28.146231801531385,34.255964123242876,0.00019660206453409046,-0.028435965116792652,0.08321098236672841,-0.1137671410106128,0.0959573423327011,-0.04310442608400199,0.000489630453842136,blues
blues.00007.mp3,0.3092139959335327,0.1255381852388382,1406.4478228487146,1492.0579248055021,2862.591023637045,0.0650094330495356,-187.0691680908203,142.5277862548828,-30.73754119873047,40.99381637573242,4.803188800811768,10.848076820373535,-20.188766479492188,8.27132511138916,-11.147672653198242,-4.1649651527404785,-7.156594753265381,-9.159944534301758,-0.7784871459007263,-10.750831604003906,-6.644075393676758,-10.375617980957031,-8.76633358001709,-12.159636497497559,-3.499602794647217,-9.1522798538208,0.3286803662776947,0.36129504442214966,0.3294626772403717,0.30308055877685547,0.33826690912246704,0.47291651368141174,0.24071675539016724,0.2825542092323303,0.3646101653575897,0.5391904711723328,0.7690147161483765,0.32888439297676086,0.19804437444425332,0.19157579177909675,0.19905193887325223,0.1468723317541014,0.20116851191727234,0.3343266604696402,0.10451733491312373,0.13817650938805062,0.22902641589505848,0.38630059202678896,0.5192072035196003,0.21061505869540229,20.56667408814277,19.673760049974167,20.44001112461641,19.592307267543443,23.088315004499286,29.320962711446448,38.49564271915073,0.00024143728660419583,-0.0716694280702819,0.08034621647157933,-0.10709524114728709,-0.07872318465914356,0.025378216703266898,-0.02706125267221212,blues
blues.00008.mp3,0.4101693630218506,0.13586097955703735,1614.8774791432775,1874.2493328409512,3537.795274102651,0.06581706233068886,-133.0467071533203,134.7858428955078,-26.510086059570312,55.391822814941406,-15.159856796264648,25.17876625061035,-22.017215728759766,24.700481414794922,-11.71845531463623,20.137907028198242,-4.045108318328857,2.6726255416870117,-6.030855655670166,-2.5442309379577637,3.539585590362549,-10.014087677001953,2.1526434421539307,-5.906304359436035,11.237573623657227,-9.27588939666748,0.5829415917396545,0.3525918424129486,0.4760756492614746,0.3756884038448334,0.7159914970397949,0.4904625415802002,0.3859516382217407,0.3874320685863495,0.4194379448890686,0.45678937435150146,0.4570310711860657,0.6864100694656372,0.34391713194453843,0.1783744828299469,0.22213228691681874,0.19918671887276765,0.3941660337282236,0.29346281009163616,0.2107127995674943,0.21297026805300653,0.24373744559817742,0.26680090188870975,0.2621732180505097,0.3992791799936541,22.70160418863272,15.063395067849815,17.052884678116317,17.261108154759157,21.47005814870632,25.012119980294155,43.95310973034303,0.00034341320861130953,0.08541519635002467,-0.007090572587749821,0.02594057189000732,0.06811943158634168,-0.012221727009009467,-0.018671386797722102,blues
blues.00009.mp3,0.2761351466178894,0.07745587825775146,1727.2997707772183,1832.990693552313,3742.560702580786,0.08155959752321981,-220.8701934814453,121.29914855957031,-16.78646469116211,41.64150619506836,-21.77768325805664,13.242110252380371,-8.67975902557373,7.264932632446289,-11.697397232055664,1.5643887519836426,-3.2545745372772217,0.7994486093521118,3.3666694164276123,-8.286458969116211,2.7943172454833984,-3.690932035446167,-0.11769364029169083,-3.8460636138916016,4.493536472320557,-5.092765808105469,0.4103102684020996,0.4416328966617584,0.6363308429718018,0.2793539762496948,0.3776359558105469,0.38421696424484253,0.28928905725479126,0.5790261030197144,0.37504491209983826,0.29007408022880554,0.3095669150352478,0.36803683638572693,0.2706746048896313,0.28394592446629463,0.419902322402731,0.140773860231405,0.22204933650208555,0.23159705565752936,0.1532950837227429,0.3850262269242375,0.2340983192896739,0.15935587404946966,0.15766736445792603,0.23784257178107096,14.325417057011638,17.395923556435967,21.76675592811028,20.186392400564543,20.565779427847104,26.797775855213786,39.455201248095584,0.0005894911591894925,0.07610715198331452,0.08827763094029746,0.016750434327051308,-0.0169504778841717,-0.007043373618541859,-0.05120221720795766,blues
