filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.mp3,0.3522328734397888,0.12409597635269165,1672.532577414695,1814.0283729723224,3561.6201300370067,0.08477575343459752,-124.77843475341797,132.8055419921875,-30.837690353393555,51.94297790527344,-14.053556442260742,23.506427764892578,-16.302701950073242,15.808382034301758,-11.119275093078613,8.428735733032227,-4.540134906768799,3.946699857711792,2.2303390502929688,-1.2448017597198486,2.800184965133667,-7.7982587814331055,6.824947357177734,-8.42430591583252,4.806464672088623,-4.650559902191162,blues
blues.00001.mp3,0.3419058322906494,0.09148108214139938,1397.2670654682245,1853.4408990314257,3137.5560276279507,0.0569017723248839,-217.42236328125,133.3603973388672,0.8535566329956055,41.02223205566406,-0.9392498135566711,24.02128791809082,-10.326927185058594,24.12169647216797,-10.066431999206543,10.658649444580078,-3.4811158180236816,2.411641836166382,1.7304044961929321,-0.4491698443889618,-0.47453027963638306,-5.639781475067139,5.9151387214660645,-5.824442386627197,5.27465295791626,-3.9029734134674072,blues
blues.00002.mp3,0.3654058575630188,0.16740073263645172,1469.7909286286877,1591.4436800409528,2864.866009880515,0.07757889597039473,-102.58120727539062,152.2183074951172,-40.310359954833984,40.4334831237793,-21.111968994140625,30.642650604248047,-16.264549255371094,12.214958190917969,-10.289011001586914,6.868872165679932,-8.941688537597656,0.7846009135246277,-2.870866298675537,-7.721222400665283,-1.9336663484573364,-4.947207450866699,-0.5430549383163452,-8.833636283874512,3.1939027309417725,-8.139480590820312,blues
blues.00003.mp3,0.40579119324684143,0.13425926864147186,996.2037565665983,1431.4484550367129,2040.720993372678,0.034159657386803405,-205.86317443847656,155.01255798339844,0.04766009375452995,31.336626052856445,-0.7739397883415222,16.035072326660156,-4.965425968170166,9.081741333007812,0.6192704439163208,6.949129581451416,-1.5087555646896362,4.299490928649902,0.17749543488025665,-3.670466899871826,0.8888277411460876,-2.3134384155273438,0.13259463012218475,-2.192258358001709,2.4444148540496826,-5.647329807281494,blues
blues.00004.mp3,0.3113711476325989,0.08744599670171738,1744.625063297207,1600.2555202999506,3415.2210152924245,0.10467774949206657,-171.34109497070312,136.4708251953125,-43.501373291015625,27.424152374267578,-35.428077697753906,11.967881202697754,-22.4852237701416,-1.874962568283081,-7.7424163818359375,-3.2318856716156006,-8.571871757507324,-7.041444778442383,-2.139371156692505,-11.921746253967285,-5.2540764808654785,-7.437045097351074,-2.9098305702209473,-2.789726495742798,-2.2448925971984863,-13.262664794921875,blues
blues.00005.mp3,0.30341842770576477,0.09916622936725616,1764.6520269400066,1633.0061684882762,3382.512879740712,0.09763319647349071,-183.9276580810547,123.45378112792969,-20.76645278930664,32.687522888183594,-23.53449821472168,13.02371883392334,-21.687820434570312,2.5454843044281006,-7.819408416748047,-3.0774896144866943,-9.83836555480957,-4.898626804351807,-6.742683410644531,-12.675189018249512,-1.0868656635284424,-8.098969459533691,0.29648932814598083,-4.47550106048584,-1.4369664192199707,-9.397563934326172,blues
blues.00006.mp3,0.29245662689208984,0.1353171467781067,1413.9256880261844,1300.368425188596,2729.3084962449207,0.07483666009578173,-196.37896728515625,136.12730407714844,-39.329261779785156,34.35272216796875,10.238394737243652,-0.8412442803382874,-20.714725494384766,-0.9609509110450745,-5.074031352996826,-6.972320556640625,-6.79017972946167,-4.137300491333008,-5.1710896492004395,-11.699491500854492,-4.9564924240112305,-11.123927116394043,-10.2098388671875,-7.501720428466797,-2.992013692855835,-6.458815097808838,blues
blues.00007.mp3,0.3092139959335327,0.1255381852388382,1406.4478228487146,1492.0579248055021,2862.591023637045,0.0650094330495356,-187.0691680908203,142.5277862548828,-30.73754119873047,40.99381637573242,4.803188800811768,10.848076820373535,-20.188766479492188,8.27132511138916,-11.147672653198242,-4.1649651527404785,-7.156594753265381,-9.159944534301758,-0.7784871459007263,-10.750831604003906,-6.644075393676758,-10.375617980957031,-8.76633358001709,-12.159636497497559,-3.499602794647217,-9.1522798538208,blues
blues.00008.mp3,0.4101693630218506,0.13586097955703735,1614.8774791432775,1874.2493328409512,3537.795274102651,0.06581706233068886,-133.0467071533203,134.7858428955078,-26.510086059570312,55.391822814941406,-15.159856796264648,25.17876625061035,-22.017215728759766,24.700481414794922,-11.71845531463623,20.137907028198242,-4.045108318328857,2.6726255416870117,-6.030855655670166,-2.5442309379577637,3.539585590362549,-10.014087677001953,2.1526434421539307,-5.906304359436035,11.237573623657227,-9.27588939666748,blues
blues.00009.mp3,0.2761351466178894,0.07745587825775146,1727.2997707772183,1832.990693552313,3742.560702580786,0.08155959752321981,-220.8701934814453,121.29914855957031,-16.78646469116211,41.64150619506836,-21.77768325805664,13.242110252380371,-8.67975902557373,7.264932632446289,-11.697397232055664,1.5643887519836426,-3.2545745372772217,0.7994486093521118,3.3666694164276123,-8.286458969116211,2.7943172454833984,-3.690932035446167,-0.11769364029169083,-3.8460636138916016,4.493536472320557,-5.092765808105469,blues
